country,season,seller_clean,buyer_clean,buyer_raw,team_name,league,transfer_type,player_name,player_url,player_position,player_age,player_nationality,club_2,league_2,country_2,transfer_fee,is_loan,transfer_notes,window,in_squad,appearances,goals,minutes_played,team_url,season_start,pos_clean,is_rival
Germany,2022,angers sco,Mainz,1.fsv mainz 05,1.FSV Mainz 05,Bundesliga,Arrivals,Angelo Fulgini,https://www.transfermarkt.com/angelo-fulgini/profil/spieler/250013,Attacking Midfield,25,France,Angers SCO,Ligue 1,France,6e+06,FALSE,"",Summer,20,18,0,623,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2022,2022,attacking midfield,FALSE
Germany,2022,arsenal,stuttgart,vfb stuttgart,VfB Stuttgart,Bundesliga,Arrivals,Konstantinos Mavropanos,https://www.transfermarkt.com/konstantinos-mavropanos/profil/spieler/415912,Centre-Back,24,Greece,Arsenal,Premier League,England,3200000,FALSE,"",Summer,35,34,3,2725,https://www.transfermarkt.com/vfb-stuttgart/startseite/verein/79/saison_id/2022,2022,centre-back,FALSE
Germany,2022,augsburg,freiburg,sc freiburg,SC Freiburg,Bundesliga,Arrivals,Michael Gregoritsch,https://www.transfermarkt.com/michael-gregoritsch/profil/spieler/120205,Centre-Forward,28,Austria,Augsburg,Bundesliga,Germany,0,FALSE,"",Summer,44,42,15,2861,https://www.transfermarkt.com/sc-freiburg/startseite/verein/60/saison_id/2022,2022,centre-forward,FALSE
Germany,2022,bayern munich,dortmund,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Niklas Süle,https://www.transfermarkt.com/niklas-sule/profil/spieler/166601,Centre-Back,26,Germany,Bayern Munich,Bundesliga,Germany,0,FALSE,"",Summer,43,41,2,3107,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2022,2022,centre-back,TRUE
Germany,2022,bologna,wolfsburg,vfl wolfsburg,VfL Wolfsburg,Bundesliga,Arrivals,Mattias Svanberg,https://www.transfermarkt.com/mattias-svanberg/profil/spieler/342405,Central Midfield,23,Sweden,Bologna,Serie A,Italy,9500000,FALSE,"",Summer,36,35,5,2063,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2022,2022,central midfield,FALSE
Germany,2022,chelsea,leipzig,rb leipzig,RB Leipzig,Bundesliga,Arrivals,Timo Werner,https://www.transfermarkt.com/timo-werner/profil/spieler/170527,Left Winger,26,Germany,Chelsea,Premier League,England,2e+07,FALSE,"",Summer,40,40,16,2820,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2022,2022,left winger,FALSE
Germany,2022,dortmund,1.fc köln,1.fc köln,1.FC Köln,Bundesliga,Arrivals,Steffen Tigges,https://www.transfermarkt.com/steffen-tigges/profil/spieler/296879,Centre-Forward,23,Germany,Dortmund,Bundesliga,Germany,1500000,FALSE,"",Summer,39,37,7,1872,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,2022,centre-forward,FALSE
Germany,2022,fc nantes,Frankfurt,eintracht frankfurt,Eintracht Frankfurt,Bundesliga,Arrivals,Randal Kolo Muani,https://www.transfermarkt.com/randal-kolo-muani/profil/spieler/487969,Centre-Forward,23,France,FC Nantes,Ligue 1,France,0,FALSE,"",Summer,46,46,23,3634,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2022,2022,centre-forward,FALSE
Germany,2022,fc schalke 04,Hoffenheim,tsg 1899 hoffenheim,TSG 1899 Hoffenheim,Bundesliga,Arrivals,Ozan Kabak,https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260,Centre-Back,22,Türkiye,FC Schalke 04,Bundesliga,Germany,7e+06,FALSE,"",Summer,34,33,4,2584,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2022,2022,centre-back,FALSE
Germany,2022,frankfurt,Mainz,1.fsv mainz 05,1.FSV Mainz 05,Bundesliga,Arrivals,Dominik Kohr,https://www.transfermarkt.com/dominik-kohr/profil/spieler/118847,Centre-Back,28,Germany,Frankfurt,Bundesliga,Germany,1500000,FALSE,"",Summer,34,33,4,2483,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2022,2022,centre-back,FALSE
Germany,2022,frankfurt,Mainz,1.fsv mainz 05,1.FSV Mainz 05,Bundesliga,Arrivals,Danny da Costa,https://www.transfermarkt.com/danny-da-costa/profil/spieler/85906,Centre-Back,28,Germany,Frankfurt,Bundesliga,Germany,0,FALSE,"",Summer,29,25,0,1367,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2022,2022,centre-back,FALSE
Germany,2022,frankfurt,Mainz,1.fsv mainz 05,1.FSV Mainz 05,Bundesliga,Arrivals,Aymen Barkok,https://www.transfermarkt.com/aymen-barkok/profil/spieler/315332,Attacking Midfield,24,Morocco,Frankfurt,Bundesliga,Germany,0,FALSE,"",Summer,36,26,1,696,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2022,2022,attacking midfield,FALSE
Germany,2022,freiburg,augsburg,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Ermedin Demirovic,https://www.transfermarkt.com/ermedin-demirovic/profil/spieler/335457,Centre-Forward,24,Bosnia-Herzegovina,Freiburg,Bundesliga,Germany,2300000,FALSE,"",Summer,32,32,8,2509,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2022,2022,centre-forward,FALSE
Germany,2022,freiburg,dortmund,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Nico Schlotterbeck,https://www.transfermarkt.com/nico-schlotterbeck/profil/spieler/388198,Centre-Back,22,Germany,Freiburg,Bundesliga,Germany,2e+07,FALSE,"",Summer,42,39,4,3035,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2022,2022,centre-back,TRUE
Germany,2022,freiburg,union berlin,1.fc union berlin,1.FC Union Berlin,Bundesliga,Arrivals,Janik Haberer,https://www.transfermarkt.com/janik-haberer/profil/spieler/177779,Central Midfield,28,Germany,Freiburg,Bundesliga,Germany,0,FALSE,"",Summer,45,45,5,3120,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,2022,central midfield,TRUE
Germany,2022,hertha bsc,augsburg,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Arne Maier,https://www.transfermarkt.com/arne-maier/profil/spieler/296397,Central Midfield,23,Germany,Hertha BSC,Bundesliga,Germany,5e+06,FALSE,"",Summer,35,32,6,2081,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2022,2022,central midfield,FALSE
Germany,2022,hertha bsc,dortmund,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Marcel Lotka,https://www.transfermarkt.com/marcel-lotka/profil/spieler/453737,Goalkeeper,21,Germany,Hertha BSC,Bundesliga,Germany,0,FALSE,"",Summer,5,0,0,0,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2022,2022,goalkeeper,FALSE
Germany,2022,hertha bsc,werder bremen,sv werder bremen,SV Werder Bremen,Bundesliga,Arrivals,Niklas Stark,https://www.transfermarkt.com/niklas-stark/profil/spieler/162434,Centre-Back,27,Germany,Hertha BSC,Bundesliga,Germany,0,FALSE,"",Summer,32,28,0,2156,https://www.transfermarkt.com/sv-werder-bremen/startseite/verein/86/saison_id/2022,2022,centre-back,FALSE
Germany,2022,hoffenheim,1.fc köln,1.fc köln,1.FC Köln,Bundesliga,Arrivals,Sargis Adamyan,https://www.transfermarkt.com/sargis-adamyan/profil/spieler/125614,Centre-Forward,29,Armenia,Hoffenheim,Bundesliga,Germany,2e+06,FALSE,"",Summer,37,32,2,1142,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,2022,centre-forward,TRUE
Germany,2022,hoffenheim,leipzig,rb leipzig,RB Leipzig,Bundesliga,Arrivals,David Raum,https://www.transfermarkt.com/david-raum/profil/spieler/318204,Left-Back,24,Germany,Hoffenheim,Bundesliga,Germany,2.6e+07,FALSE,"",Summer,47,40,0,2485,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2022,2022,left-back,FALSE
Germany,2022,juventus,bayern munich,bayern munich,Bayern Munich,Bundesliga,Arrivals,Matthijs de Ligt,https://www.transfermarkt.com/matthijs-de-ligt/profil/spieler/326031,Centre-Back,22,Netherlands,Juventus,Serie A,Italy,6.7e+07,FALSE,"",Summer,45,43,3,3390,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2022,2022,centre-back,FALSE
Germany,2022,leipzig,1.fc köln,1.fc köln,1.FC Köln,Bundesliga,Arrivals,Eric Martel,https://www.transfermarkt.com/eric-martel/profil/spieler/597000,Defensive Midfield,20,Germany,Leipzig,Bundesliga,Germany,1200000,FALSE,"",Summer,42,35,1,2487,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,2022,defensive midfield,FALSE
Germany,2022,leverkusen,Frankfurt,eintracht frankfurt,Eintracht Frankfurt,Bundesliga,Arrivals,Lucas Alario,https://www.transfermarkt.com/lucas-alario/profil/spieler/193782,Centre-Forward,29,Argentina,Leverkusen,Bundesliga,Germany,6e+06,FALSE,"",Summer,43,26,2,411,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2022,2022,centre-forward,FALSE
Germany,2022,leverkusen,augsburg,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Julian Baumgartlinger,https://www.transfermarkt.com/julian-baumgartlinger/profil/spieler/34787,Defensive Midfield,34,Austria,Leverkusen,Bundesliga,Germany,0,FALSE,"",Summer,28,17,0,570,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2022,2022,defensive midfield,FALSE
Germany,2022,leverkusen,werder bremen,sv werder bremen,SV Werder Bremen,Bundesliga,Arrivals,Mitchell Weiser,https://www.transfermarkt.com/mitchell-weiser/profil/spieler/119211,Right-Back,28,Germany,Leverkusen,Bundesliga,Germany,0,FALSE,"",Summer,32,32,4,2731,https://www.transfermarkt.com/sv-werder-bremen/startseite/verein/86/saison_id/2022,2022,right-back,FALSE
Germany,2022,liverpool,bayern munich,bayern munich,Bayern Munich,Bundesliga,Arrivals,Sadio Mané,https://www.transfermarkt.com/sadio-mane/profil/spieler/200512,Left Winger,30,Senegal,Liverpool,Premier League,England,3.2e+07,FALSE,"",Summer,39,38,12,2205,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2022,2022,left winger,FALSE
Germany,2022,mainz,1.fc köln,1.fc köln,1.FC Köln,Bundesliga,Arrivals,Luca Kilian,https://www.transfermarkt.com/luca-kilian/profil/spieler/384553,Centre-Back,22,Germany,Mainz,Bundesliga,Germany,2e+06,FALSE,"",Summer,31,22,1,1618,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,2022,centre-back,TRUE
Germany,2022,man city,Mönchengladbach,borussia mönchengladbach,Borussia Mönchengladbach,Bundesliga,Arrivals,Ko Itakura,https://www.transfermarkt.com/ko-itakura/profil/spieler/355816,Centre-Back,25,Japan,Man City,Premier League,England,5e+06,FALSE,"",Summer,25,25,0,2072,https://www.transfermarkt.com/borussia-monchengladbach/startseite/verein/18/saison_id/2022,2022,centre-back,FALSE
Germany,2022,mönchengladbach,freiburg,sc freiburg,SC Freiburg,Bundesliga,Arrivals,Matthias Ginter,https://www.transfermarkt.com/matthias-ginter/profil/spieler/124502,Centre-Back,28,Germany,Mönchengladbach,Bundesliga,Germany,0,FALSE,"",Summer,47,47,5,4218,https://www.transfermarkt.com/sc-freiburg/startseite/verein/60/saison_id/2022,2022,centre-back,TRUE
Germany,2022,r. strasbourg,Mainz,1.fsv mainz 05,1.FSV Mainz 05,Bundesliga,Arrivals,Anthony Caci,https://www.transfermarkt.com/anthony-caci/profil/spieler/453016,Right-Back,25,France,R. Strasbourg,Ligue 1,France,0,FALSE,"",Summer,36,33,2,2215,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2022,2022,right-back,FALSE
Germany,2022,salzburg,Frankfurt,eintracht frankfurt,Eintracht Frankfurt,Bundesliga,Arrivals,Jérôme Onguéné,https://www.transfermarkt.com/jerome-onguene/profil/spieler/272638,Centre-Back,24,Cameroon,Salzburg,Bundesliga,Austria,0,FALSE,"",Summer,5,0,0,0,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2022,2022,centre-back,FALSE
Germany,2022,salzburg,dortmund,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Karim Adeyemi,https://www.transfermarkt.com/karim-adeyemi/profil/spieler/496094,Right Winger,20,Germany,Salzburg,Bundesliga,Austria,3e+07,FALSE,"",Summer,33,32,9,1870,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2022,2022,right winger,FALSE
Germany,2022,sampdoria,union berlin,1.fc union berlin,1.FC Union Berlin,Bundesliga,Arrivals,Morten Thorsby,https://www.transfermarkt.com/morten-thorsby/profil/spieler/226524,Central Midfield,26,Norway,Sampdoria,Serie A,Italy,3e+06,FALSE,"",Summer,38,34,1,1227,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,2022,central midfield,FALSE
Germany,2022,stade rennais,bayern munich,bayern munich,Bayern Munich,Bundesliga,Arrivals,Mathys Tel,https://www.transfermarkt.com/mathys-tel/profil/spieler/801734,Centre-Forward,17,France,Stade Rennais,Ligue 1,France,2e+07,FALSE,"",Summer,44,28,6,600,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2022,2022,centre-forward,FALSE
Germany,2022,toulouse,Mönchengladbach,borussia mönchengladbach,Borussia Mönchengladbach,Bundesliga,Arrivals,Nathan Ngoumou,https://www.transfermarkt.com/nathan-ngoumou/profil/spieler/629588,Right Winger,22,Cameroon,Toulouse,Ligue 1,France,8e+06,FALSE,"",Summer,31,21,1,775,https://www.transfermarkt.com/borussia-monchengladbach/startseite/verein/18/saison_id/2022,2022,right winger,FALSE
Germany,2022,union berlin,Hoffenheim,tsg 1899 hoffenheim,TSG 1899 Hoffenheim,Bundesliga,Arrivals,Grischa Prömel,https://www.transfermarkt.com/grischa-promel/profil/spieler/234029,Central Midfield,27,Germany,Union Berlin,Bundesliga,Germany,0,FALSE,"",Summer,20,20,2,1668,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2022,2022,central midfield,FALSE
Germany,2022,union berlin,Mainz,1.fsv mainz 05,1.FSV Mainz 05,Bundesliga,Arrivals,Marcus Ingvartsen,https://www.transfermarkt.com/marcus-ingvartsen/profil/spieler/269878,Centre-Forward,26,Denmark,Union Berlin,Bundesliga,Germany,2300000,FALSE,"",Summer,33,31,12,1418,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2022,2022,centre-forward,FALSE
Germany,2022,vfl bochum,Mainz,1.fsv mainz 05,1.FSV Mainz 05,Bundesliga,Arrivals,Maxim Leitsch,https://www.transfermarkt.com/maxim-leitsch/profil/spieler/334207,Centre-Back,24,Germany,VfL Bochum,Bundesliga,Germany,3500000,FALSE,"",Summer,21,10,0,752,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2022,2022,centre-back,FALSE
Germany,2022,vfl bochum,union berlin,1.fc union berlin,1.FC Union Berlin,Bundesliga,Arrivals,Milos Pantovic,https://www.transfermarkt.com/milos-pantovic/profil/spieler/232144,Attacking Midfield,25,Serbia,VfL Bochum,Bundesliga,Germany,0,FALSE,"",Summer,23,14,1,234,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,2022,attacking midfield,FALSE
Germany,2022,wolfsburg,augsburg,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Elvis Rexhbecaj,https://www.transfermarkt.com/elvis-rexhbecaj/profil/spieler/280575,Central Midfield,24,Kosovo,Wolfsburg,Bundesliga,Germany,1700000,FALSE,"",Summer,33,33,0,2687,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2022,2022,central midfield,FALSE
Germany,2022,wolfsburg,leipzig,rb leipzig,RB Leipzig,Bundesliga,Arrivals,Xaver Schlager,https://www.transfermarkt.com/xaver-schlager/profil/spieler/223979,Central Midfield,24,Austria,Wolfsburg,Bundesliga,Germany,1.2e+07,FALSE,"",Summer,39,33,1,2290,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2022,2022,central midfield,TRUE
Germany,2023,1.fc köln,Frankfurt,eintracht frankfurt,Eintracht Frankfurt,Bundesliga,Arrivals,Ellyes Skhiri,https://www.transfermarkt.com/ellyes-skhiri/profil/spieler/290587,Defensive Midfield,28,Tunisia,1.FC Köln,Bundesliga,Germany,0,FALSE,"",Summer,38,38,5,3100,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2023,2023,defensive midfield,FALSE
Germany,2023,arsenal,Leverkusen,bayer 04 leverkusen,Bayer 04 Leverkusen,Bundesliga,Arrivals,Granit Xhaka,https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455,Defensive Midfield,30,Switzerland,Arsenal,Premier League,England,1.5e+07,FALSE,"",Summer,52,50,4,4157,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2023,2023,defensive midfield,FALSE
Germany,2023,atalanta,wolfsburg,vfl wolfsburg,VfL Wolfsburg,Bundesliga,Arrivals,Joakim Maehle,https://www.transfermarkt.com/joakim-maehle/profil/spieler/369674,Left-Back,26,Denmark,Atalanta,Serie A,Italy,12500000,FALSE,"",Summer,34,33,2,2681,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2023,2023,left-back,FALSE
Germany,2023,augsburg,Hoffenheim,tsg 1899 hoffenheim,TSG 1899 Hoffenheim,Bundesliga,Arrivals,Mergim Berisha,https://www.transfermarkt.com/mergim-berisha/profil/spieler/307924,Centre-Forward,25,Germany,Augsburg,Bundesliga,Germany,1.4e+07,FALSE,"",Summer,9,7,0,203,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2023,2023,centre-forward,FALSE
Germany,2023,austria vienna,heidenheim,1.fc heidenheim 1846,1.FC Heidenheim 1846,Bundesliga,Arrivals,Nikola Dovedan,https://www.transfermarkt.com/nikola-dovedan/profil/spieler/120189,Second Striker,28,Austria,Austria Vienna,Bundesliga,Austria,0,FALSE,"",Summer,31,22,3,675,https://www.transfermarkt.com/1-fc-heidenheim-1846/startseite/verein/2036/saison_id/2023,2023,second striker,FALSE
Germany,2023,bayern munich,dortmund,borussia dortmund,Borussia Dortmund,Bundesliga,Arrivals,Marcel Sabitzer,https://www.transfermarkt.com/marcel-sabitzer/profil/spieler/106987,Central Midfield,29,Austria,Bayern Munich,Bundesliga,Germany,1.9e+07,FALSE,"",Summer,42,40,6,3036,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2023,2023,central midfield,TRUE
Germany,2023,darmstadt 98,augsburg,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Phillip Tietz,https://www.transfermarkt.com/phillip-tietz/profil/spieler/288340,Centre-Forward,26,Germany,Darmstadt 98,Bundesliga,Germany,2200000,FALSE,"",Summer,35,35,8,2435,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2023,2023,centre-forward,FALSE
Germany,2023,darmstadt 98,augsburg,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Patric Pfeiffer,https://www.transfermarkt.com/patric-pfeiffer/profil/spieler/391742,Centre-Back,23,Ghana,Darmstadt 98,Bundesliga,Germany,0,FALSE,"",Summer,23,12,0,599,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2023,2023,centre-back,FALSE
Germany,2023,dortmund,Frankfurt,eintracht frankfurt,Eintracht Frankfurt,Bundesliga,Arrivals,Ansgar Knauff,https://www.transfermarkt.com/ansgar-knauff/profil/spieler/429874,Right Winger,21,Germany,Dortmund,Bundesliga,Germany,5e+06,FALSE,"",Summer,44,40,8,2506,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2023,2023,right winger,FALSE
Germany,2023,dortmund,bayern munich,bayern munich,Bayern Munich,Bundesliga,Arrivals,Raphaël Guerreiro,https://www.transfermarkt.com/raphael-guerreiro/profil/spieler/170986,Left-Back,29,Portugal,Dortmund,Bundesliga,Germany,0,FALSE,"",Summer,31,28,3,1617,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2023,2023,left-back,TRUE
Germany,2023,fc lorient,wolfsburg,vfl wolfsburg,VfL Wolfsburg,Bundesliga,Arrivals,Moritz Jenz,https://www.transfermarkt.com/moritz-jenz/profil/spieler/460245,Centre-Back,24,Germany,FC Lorient,Ligue 1,France,8e+06,FALSE,"",Summer,31,23,0,1865,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2023,2023,centre-back,FALSE
Germany,2023,frankfurt,leipzig,rb leipzig,RB Leipzig,Bundesliga,Arrivals,Christopher Lenz,https://www.transfermarkt.com/christopher-lenz/profil/spieler/159844,Left-Back,28,Germany,Frankfurt,Bundesliga,Germany,1e+06,FALSE,"",Summer,36,8,0,225,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2023,2023,left-back,TRUE
Germany,2023,freiburg,stuttgart,vfb stuttgart,VfB Stuttgart,Bundesliga,Arrivals,Woo-yeong Jeong,https://www.transfermarkt.com/woo-yeong-jeong/profil/spieler/297583,Attacking Midfield,23,"Korea, South",Freiburg,Bundesliga,Germany,3800000,FALSE,"",Summer,29,29,2,715,https://www.transfermarkt.com/vfb-stuttgart/startseite/verein/79/saison_id/2023,2023,attacking midfield,TRUE
Germany,2023,hoffenheim,1.fc köln,1.fc köln,1.FC Köln,Bundesliga,Arrivals,Philipp Pentke,https://www.transfermarkt.com/philipp-pentke/profil/spieler/8246,Goalkeeper,38,Germany,Hoffenheim,Bundesliga,Germany,0,FALSE,"",Summer,26,0,0,0,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2023,2023,goalkeeper,FALSE
Germany,2023,hoffenheim,leipzig,rb leipzig,RB Leipzig,Bundesliga,Arrivals,Christoph Baumgartner,https://www.transfermarkt.com/christoph-baumgartner/profil/spieler/324278,Attacking Midfield,23,Austria,Hoffenheim,Bundesliga,Germany,25500000,FALSE,"",Summer,44,40,5,1287,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2023,2023,attacking midfield,FALSE
Germany,2023,hoffenheim,stuttgart,vfb stuttgart,VfB Stuttgart,Bundesliga,Arrivals,Angelo Stiller,https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710,Defensive Midfield,22,Germany,Hoffenheim,Bundesliga,Germany,5500000,FALSE,"",Summer,34,34,1,2967,https://www.transfermarkt.com/vfb-stuttgart/startseite/verein/79/saison_id/2023,2023,defensive midfield,FALSE
Germany,2023,inter,union berlin,1.fc union berlin,1.FC Union Berlin,Bundesliga,Arrivals,Robin Gosens,https://www.transfermarkt.com/robin-gosens/profil/spieler/273132,Left-Back,29,Germany,Inter,Serie A,Italy,1.3e+07,FALSE,"",Summer,37,37,7,2748,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2023,2023,left-back,FALSE
Germany,2023,juventus,union berlin,1.fc union berlin,1.FC Union Berlin,Bundesliga,Arrivals,Leonardo Bonucci,https://www.transfermarkt.com/leonardo-bonucci/profil/spieler/39983,Centre-Back,36,Italy,Juventus,Serie A,Italy,0,FALSE,"",Summer,18,10,1,723,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2023,2023,centre-back,FALSE
Germany,2023,leipzig,Mainz,1.fsv mainz 05,1.FSV Mainz 05,Bundesliga,Arrivals,Tom Krauß,https://www.transfermarkt.com/tom-krauss/profil/spieler/405687,Central Midfield,22,Germany,Leipzig,Bundesliga,Germany,5e+06,FALSE,"",Summer,34,31,1,1442,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2023,2023,central midfield,FALSE
Germany,2023,leipzig,bayern munich,bayern munich,Bayern Munich,Bundesliga,Arrivals,Konrad Laimer,https://www.transfermarkt.com/konrad-laimer/profil/spieler/223967,Right-Back,26,Austria,Leipzig,Bundesliga,Germany,0,FALSE,"",Summer,44,43,1,2713,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2023,2023,right-back,TRUE
Germany,2023,lens,leipzig,rb leipzig,RB Leipzig,Bundesliga,Arrivals,Loïs Openda,https://www.transfermarkt.com/lois-openda/profil/spieler/368887,Centre-Forward,23,Belgium,Lens,Ligue 1,France,4e+07,FALSE,"",Summer,45,45,28,3449,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2023,2023,centre-forward,FALSE
Germany,2023,leverkusen,union berlin,1.fc union berlin,1.FC Union Berlin,Bundesliga,Arrivals,Lennart Grill,https://www.transfermarkt.com/lennart-grill/profil/spieler/309397,Goalkeeper,24,Germany,Leverkusen,Bundesliga,Germany,,FALSE,?,Summer,,,,,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2023,2023,goalkeeper,FALSE
Germany,2023,liverpool,werder bremen,sv werder bremen,SV Werder Bremen,Bundesliga,Arrivals,Naby Keïta,https://www.transfermarkt.com/naby-keita/profil/spieler/302215,Central Midfield,28,Guinea,Liverpool,Premier League,England,0,FALSE,"",Summer,12,5,0,107,https://www.transfermarkt.com/sv-werder-bremen/startseite/verein/86/saison_id/2023,2023,central midfield,FALSE
Germany,2023,lyon,leipzig,rb leipzig,RB Leipzig,Bundesliga,Arrivals,Castello Lukeba,https://www.transfermarkt.com/castello-lukeba/profil/spieler/618472,Centre-Back,20,France,Lyon,Ligue 1,France,3e+07,FALSE,"",Summer,45,41,1,2968,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2023,2023,centre-back,FALSE
Germany,2023,mainz,Hoffenheim,tsg 1899 hoffenheim,TSG 1899 Hoffenheim,Bundesliga,Arrivals,Anton Stach,https://www.transfermarkt.com/anton-stach/profil/spieler/344069,Defensive Midfield,24,Germany,Mainz,Bundesliga,Germany,1.2e+07,FALSE,"",Summer,32,32,2,2416,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2023,2023,defensive midfield,FALSE
Germany,2023,mainz,augsburg,fc augsburg,FC Augsburg,Bundesliga,Arrivals,Finn Dahmen,https://www.transfermarkt.com/finn-dahmen/profil/spieler/251299,Goalkeeper,25,Germany,Mainz,Bundesliga,Germany,0,FALSE,"",Summer,32,32,0,2880,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167/saison_id/2023,2023,goalkeeper,TRUE
Germany,2023,man utd,Leverkusen,bayer 04 leverkusen,Bayer 04 Leverkusen,Bundesliga,Arrivals,Matej Kovar,https://www.transfermarkt.com/matej-kovar/profil/spieler/550829,Goalkeeper,23,Czech Republic,Man Utd,Premier League,England,5e+06,FALSE,"",Summer,51,17,0,1530,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2023,2023,goalkeeper,FALSE
Germany,2023,monaco,union berlin,1.fc union berlin,1.FC Union Berlin,Bundesliga,Arrivals,Kevin Volland,https://www.transfermarkt.com/kevin-volland/profil/spieler/82009,Attacking Midfield,31,Germany,Monaco,Ligue 1,Monaco,4e+06,FALSE,"",Summer,34,32,4,1650,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2023,2023,attacking midfield,FALSE
