team_name,league,country,season,transfer_type,player_name,player_url,player_position,player_age,player_nationality,club_2,league_2,country_2,transfer_fee,is_loan,transfer_notes,window,in_squad,appearances,goals,minutes_played,team_url,season_start
Fulham FC,Premier League,England,2022,Arrivals,Andreas Pereira,https://www.transfermarkt.com/andreas-pereira/profil/spieler/203394,Attacking Midfield,26,Brazil,Man Utd,Premier League,England,9500000,FALSE,"",Summer,38,38,5,3105,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
Fulham FC,Premier League,England,2022,Arrivals,Kevin Mbabu,https://www.transfermarkt.com/kevin-mbabu/profil/spieler/183321,Right-Back,27,Switzerland,Wolfsburg,Bundesliga,Germany,5500000,FALSE,"",Summer,15,7,0,231,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
Fulham FC,Premier League,England,2022,Arrivals,Bernd Leno,https://www.transfermarkt.com/bernd-leno/profil/spieler/72476,Goalkeeper,30,Germany,Arsenal,Premier League,England,3600000,FALSE,"",Summer,43,37,0,3330,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
Fulham FC,Premier League,England,2022,Arrivals,Daniel James,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Right Winger,24,Wales,Leeds,Premier League,England,,TRUE,loan transfer,Summer,32,23,3,709,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
Fulham FC,Premier League,England,2022,Arrivals,Shane Duffy,https://www.transfermarkt.com/shane-duffy/profil/spieler/119269,Centre-Back,30,Ireland,Brighton,Premier League,England,,TRUE,loan transfer,Summer,34,7,0,197,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
Fulham FC,Premier League,England,2022,Arrivals,Layvin Kurzawa,https://www.transfermarkt.com/layvin-kurzawa/profil/spieler/126710,Left-Back,29,France,PSG,Ligue 1,France,,TRUE,loan transfer,Summer,12,6,2,392,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
Fulham FC,Premier League,England,2022,Arrivals,Frank Anguissa,https://www.transfermarkt.com/frank-anguissa/profil/spieler/354361,Central Midfield,26,Cameroon,Napoli,Serie A,Italy,,TRUE,End of loan 30/06/2022,Summer,,,,,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
Fulham FC,Premier League,England,2022,Departures,Frank Anguissa,https://www.transfermarkt.com/frank-anguissa/profil/spieler/354361,Central Midfield,26,Cameroon,Napoli,Serie A,Italy,1.6e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
Fulham FC,Premier League,England,2022,Departures,Fábio Carvalho,https://www.transfermarkt.com/fabio-carvalho/profil/spieler/559263,Attacking Midfield,19,Portugal,Liverpool,Premier League,England,9400000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
Fulham FC,Premier League,England,2022,Departures,Joe Bryan,https://www.transfermarkt.com/joe-bryan/profil/spieler/194460,Left-Back,28,England,Nice,Ligue 1,France,,TRUE,loan transfer,Summer,1,1,0,45,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
Fulham FC,Premier League,England,2022,Departures,Paulo Gazzaniga,https://www.transfermarkt.com/paulo-gazzaniga/profil/spieler/195488,Goalkeeper,30,Argentina,Girona,LaLiga,Spain,,TRUE,loan transfer,Summer,1,0,0,0,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
Fulham FC,Premier League,England,2022,Departures,Daniel James,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Right Winger,25,Wales,Leeds,Premier League,England,,TRUE,End of loan 31/05/2023,Summer,32,23,3,709,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2022,2022
AFC Bournemouth,Premier League,England,2022,Arrivals,Neto,https://www.transfermarkt.com/neto/profil/spieler/111819,Goalkeeper,33,Brazil,Barcelona,LaLiga,Spain,0,FALSE,"",Summer,31,28,0,2475,https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989/saison_id/2022,2022
AFC Bournemouth,Premier League,England,2022,Arrivals,Ryan Fredericks,https://www.transfermarkt.com/ryan-fredericks/profil/spieler/140191,Right-Back,29,England,West Ham,Premier League,England,0,FALSE,"",Summer,15,13,0,557,https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989/saison_id/2022,2022
AFC Bournemouth,Premier League,England,2022,Arrivals,Jack Stephens,https://www.transfermarkt.com/jack-stephens/profil/spieler/163744,Centre-Back,28,England,Southampton,Premier League,England,,TRUE,loan transfer,Summer,32,17,0,1352,https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989/saison_id/2022,2022
AFC Bournemouth,Premier League,England,2022,Departures,Jack Stephens,https://www.transfermarkt.com/jack-stephens/profil/spieler/163744,Centre-Back,29,England,Southampton,Premier League,England,,TRUE,End of loan 31/05/2023,Summer,32,17,0,1352,https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989/saison_id/2022,2022
Manchester City,Premier League,England,2023,Arrivals,Josko Gvardiol,https://www.transfermarkt.com/josko-gvardiol/profil/spieler/475959,Centre-Back,21,Croatia,Leipzig,Bundesliga,Germany,9e+07,FALSE,"",Summer,53,42,5,3479,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Arrivals,Matheus Nunes,https://www.transfermarkt.com/matheus-nunes/profil/spieler/601883,Right-Back,25,Portugal,Wolves,Premier League,England,6.2e+07,FALSE,"",Summer,51,29,0,1360,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Arrivals,Jérémy Doku,https://www.transfermarkt.com/jeremy-doku/profil/spieler/486049,Left Winger,21,Belgium,Stade Rennais,Ligue 1,France,6e+07,FALSE,"",Summer,46,43,6,2171,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Arrivals,Mateo Kovacic,https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471,Central Midfield,29,Croatia,Chelsea,Premier League,England,29100000,FALSE,"",Summer,52,46,3,2713,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Arrivals,João Cancelo,https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712,Right-Back,29,Portugal,Bayern Munich,Bundesliga,Germany,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Arrivals,James McAtee,https://www.transfermarkt.com/james-mcatee/profil/spieler/583199,Attacking Midfield,21,England,Sheff Utd,Premier League,England,,TRUE,End of loan 31/05/2024,Summer,5,1,0,1,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Arrivals,Issa Kaboré,https://www.transfermarkt.com/issa-kabore/profil/spieler/649452,Right-Back,23,Burkina Faso,Luton,Premier League,England,,TRUE,End of loan 31/05/2024,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Arrivals,Tommy Doyle,https://www.transfermarkt.com/tommy-doyle/profil/spieler/433183,Central Midfield,22,England,Wolves,Premier League,England,,TRUE,End of loan 31/05/2024,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Arrivals,Issa Kaboré,https://www.transfermarkt.com/issa-kabore/profil/spieler/649452,Right-Back,22,Burkina Faso,Marseille,Ligue 1,France,,TRUE,End of loan 30/06/2023,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Arrivals,Yangel Herrera,https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293,Central Midfield,25,Venezuela,Girona,LaLiga,Spain,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Departures,Cole Palmer,https://www.transfermarkt.com/cole-palmer/profil/spieler/568177,Attacking Midfield,21,England,Chelsea,Premier League,England,4.7e+07,FALSE,"",Summer,5,3,2,121,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Departures,James Trafford,https://www.transfermarkt.com/james-trafford/profil/spieler/566799,Goalkeeper,20,England,Burnley,Premier League,England,17300000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Departures,Yangel Herrera,https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293,Central Midfield,25,Venezuela,Girona,LaLiga,Spain,5e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Departures,İlkay Gündoğan,https://www.transfermarkt.com/ilkay-gundogan/profil/spieler/53622,Central Midfield,32,Germany,Barcelona,LaLiga,Spain,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Departures,Benjamin Mendy,https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495,Left-Back,29,France,FC Lorient,Ligue 1,France,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Departures,João Cancelo,https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712,Right-Back,29,Portugal,Barcelona,LaLiga,Spain,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Departures,James McAtee,https://www.transfermarkt.com/james-mcatee/profil/spieler/583199,Attacking Midfield,20,England,Sheff Utd,Premier League,England,,TRUE,loan transfer,Summer,5,1,0,1,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Departures,Máximo Perrone,https://www.transfermarkt.com/maximo-perrone/profil/spieler/668547,Defensive Midfield,20,Argentina,UD Las Palmas,LaLiga,Spain,,TRUE,loan transfer,Summer,2,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Departures,Issa Kaboré,https://www.transfermarkt.com/issa-kabore/profil/spieler/649452,Right-Back,22,Burkina Faso,Luton,Premier League,England,,TRUE,loan transfer,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Departures,Tommy Doyle,https://www.transfermarkt.com/tommy-doyle/profil/spieler/433183,Central Midfield,21,England,Wolves,Premier League,England,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Manchester City,Premier League,England,2023,Departures,Josh Wilson-Esbrand,https://www.transfermarkt.com/josh-wilson-esbrand/profil/spieler/576121,Left-Back,20,England,Stade Reims,Ligue 1,France,,TRUE,loan transfer,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Arrivals,Declan Rice,https://www.transfermarkt.com/declan-rice/profil/spieler/357662,Central Midfield,24,England,West Ham,Premier League,England,116600000,FALSE,"",Summer,51,51,7,4274,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Arrivals,Kai Havertz,https://www.transfermarkt.com/kai-havertz/profil/spieler/309400,Centre-Forward,24,Germany,Chelsea,Premier League,England,7.5e+07,FALSE,"",Summer,51,51,14,3827,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Arrivals,David Raya,https://www.transfermarkt.com/david-raya/profil/spieler/262749,Goalkeeper,27,Spain,Brentford,Premier League,England,3500000,TRUE,"",Summer,46,41,0,3720,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Arrivals,Folarin Balogun,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770,Centre-Forward,21,United States,Stade Reims,Ligue 1,France,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Arrivals,Nicolas Pépé,https://www.transfermarkt.com/nicolas-pepe/profil/spieler/343052,Right Winger,28,Cote d'Ivoire,Nice,Ligue 1,France,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Arrivals,Nuno Tavares,https://www.transfermarkt.com/nuno-tavares/profil/spieler/535955,Left-Back,23,Portugal,Marseille,Ligue 1,France,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Arrivals,Albert Sambi Lokonga,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967,Central Midfield,24,Belgium,Luton,Premier League,England,,TRUE,End of loan 31/05/2024,Summer,0,0,0,0,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Arrivals,Pablo Marí,https://www.transfermarkt.com/pablo-mari/profil/spieler/210178,Centre-Back,29,Spain,Monza,Serie A,Italy,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Arrivals,Cédric Soares,https://www.transfermarkt.com/cedric-soares/profil/spieler/112988,Right-Back,31,Portugal,Fulham,Premier League,England,,TRUE,End of loan 30/06/2023,Summer,29,5,0,124,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Arrivals,Arthur Okonkwo,https://www.transfermarkt.com/arthur-okonkwo/profil/spieler/503769,Goalkeeper,21,England,Sturm Graz,Bundesliga,Austria,,TRUE,End of loan 30/06/2023,Summer,0,0,0,0,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Departures,Folarin Balogun,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770,Centre-Forward,22,United States,Monaco,Ligue 1,Monaco,3e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Departures,Granit Xhaka,https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455,Defensive Midfield,30,Switzerland,Leverkusen,Bundesliga,Germany,1.5e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Departures,Matt Turner,https://www.transfermarkt.com/matt-turner/profil/spieler/425306,Goalkeeper,29,United States,Nott'm Forest,Premier League,England,8150000,FALSE,"",Summer,1,0,0,0,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Departures,Pablo Marí,https://www.transfermarkt.com/pablo-mari/profil/spieler/210178,Centre-Back,29,Spain,Monza,Serie A,Italy,6200000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Departures,Auston Trusty,https://www.transfermarkt.com/auston-trusty/profil/spieler/389253,Centre-Back,24,United States,Sheff Utd,Premier League,England,5800000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Departures,Kieran Tierney,https://www.transfermarkt.com/kieran-tierney/profil/spieler/300716,Left-Back,26,Scotland,Real Sociedad,LaLiga,Spain,1400000,TRUE,"",Summer,1,1,0,14,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Departures,Rob Holding,https://www.transfermarkt.com/rob-holding/profil/spieler/253341,Centre-Back,27,England,Crystal Palace,Premier League,England,1200000,FALSE,"",Summer,1,0,0,0,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Departures,Nuno Tavares,https://www.transfermarkt.com/nuno-tavares/profil/spieler/535955,Left-Back,23,Portugal,Nott'm Forest,Premier League,England,1150000,TRUE,"",Summer,,,,,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Departures,Marquinhos,https://www.transfermarkt.com/marquinhos/profil/spieler/668268,Right Winger,20,Brazil,FC Nantes,Ligue 1,France,3e+05,TRUE,"",Summer,,,,,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Departures,Ainsley Maitland-Niles,https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845,Right-Back,25,England,Lyon,Ligue 1,France,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Arsenal FC,Premier League,England,2023,Departures,Albert Sambi Lokonga,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967,Central Midfield,23,Belgium,Luton,Premier League,England,,TRUE,loan transfer,Summer,0,0,0,0,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Moisés Caicedo,https://www.transfermarkt.com/moises-caicedo/profil/spieler/687626,Defensive Midfield,21,Ecuador,Brighton,Premier League,England,1.16e+08,FALSE,"",Summer,48,48,1,3899,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Christopher Nkunku,https://www.transfermarkt.com/christopher-nkunku/profil/spieler/344381,Centre-Forward,25,France,Leipzig,Bundesliga,Germany,6e+07,FALSE,"",Summer,15,14,3,516,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Cole Palmer,https://www.transfermarkt.com/cole-palmer/profil/spieler/568177,Attacking Midfield,21,England,Man City,Premier League,England,4.7e+07,FALSE,"",Summer,45,45,25,3613,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Axel Disasi,https://www.transfermarkt.com/axel-disasi/profil/spieler/386047,Centre-Back,25,France,Monaco,Ligue 1,Monaco,4.5e+07,FALSE,"",Summer,48,44,3,3690,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Nicolas Jackson,https://www.transfermarkt.com/nicolas-jackson/profil/spieler/776890,Centre-Forward,22,Senegal,Villarreal,LaLiga,Spain,3.7e+07,FALSE,"",Summer,44,44,17,3534,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Lesley Ugochukwu,https://www.transfermarkt.com/lesley-ugochukwu/profil/spieler/711999,Defensive Midfield,19,France,Stade Rennais,Ligue 1,France,2.7e+07,FALSE,"",Summer,20,15,0,567,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Robert Sánchez,https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151,Goalkeeper,25,Spain,Brighton,Premier League,England,2.3e+07,FALSE,"",Summer,24,21,0,1884,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Romelu Lukaku,https://www.transfermarkt.com/romelu-lukaku/profil/spieler/96341,Centre-Forward,30,Belgium,Inter,Serie A,Italy,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Malo Gusto,https://www.transfermarkt.com/malo-gusto/profil/spieler/620322,Right-Back,20,France,Lyon,Ligue 1,France,,TRUE,End of loan 30/06/2023,Summer,38,37,0,2475,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Callum Hudson-Odoi,https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768,Left Winger,22,England,Leverkusen,Bundesliga,Germany,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,David Datro Fofana,https://www.transfermarkt.com/david-datro-fofana/profil/spieler/787232,Centre-Forward,21,Cote d'Ivoire,Burnley,Premier League,England,,TRUE,End of loan 31/05/2024,Summer,0,0,0,0,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Ethan Ampadu,https://www.transfermarkt.com/ethan-ampadu/profil/spieler/392771,Defensive Midfield,22,Wales,Spezia Calcio,Serie A,Italy,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Malang Sarr,https://www.transfermarkt.com/malang-sarr/profil/spieler/344596,Centre-Back,24,France,Monaco,Ligue 1,Monaco,,TRUE,End of loan 30/06/2023,Summer,0,0,0,0,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Arrivals,Tiemoué Bakayoko,https://www.transfermarkt.com/tiemoue-bakayoko/profil/spieler/182618,Defensive Midfield,28,France,AC Milan,Serie A,Italy,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Kai Havertz,https://www.transfermarkt.com/kai-havertz/profil/spieler/309400,Centre-Forward,24,Germany,Arsenal,Premier League,England,7.5e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Mason Mount,https://www.transfermarkt.com/mason-mount/profil/spieler/346483,Attacking Midfield,24,England,Man Utd,Premier League,England,67700000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Mateo Kovacic,https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471,Central Midfield,29,Croatia,Man City,Premier League,England,29100000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Christian Pulisic,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779,Right Winger,24,United States,AC Milan,Serie A,Italy,20800000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Ruben Loftus-Cheek,https://www.transfermarkt.com/ruben-loftus-cheek/profil/spieler/202886,Central Midfield,27,England,AC Milan,Serie A,Italy,18900000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Romelu Lukaku,https://www.transfermarkt.com/romelu-lukaku/profil/spieler/96341,Centre-Forward,30,Belgium,Roma,Serie A,Italy,5800000,TRUE,"",Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Callum Hudson-Odoi,https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768,Left Winger,22,England,Nott'm Forest,Premier League,England,3500000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Diego Moreira,https://www.transfermarkt.com/diego-moreira/profil/spieler/655006,Left Midfield,19,Belgium,Lyon,Ligue 1,France,2800000,TRUE,"",Summer,2,1,0,45,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Kepa Arrizabalaga,https://www.transfermarkt.com/kepa-arrizabalaga/profil/spieler/192279,Goalkeeper,28,Spain,Real Madrid,LaLiga,Spain,1e+06,TRUE,"",Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,César Azpilicueta,https://www.transfermarkt.com/cesar-azpilicueta/profil/spieler/57500,Centre-Back,33,Spain,Atlético,LaLiga,Spain,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Pierre-Emerick Aubameyang,https://www.transfermarkt.com/pierre-emerick-aubameyang/profil/spieler/58864,Centre-Forward,34,Gabon,Marseille,Ligue 1,France,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Tiemoué Bakayoko,https://www.transfermarkt.com/tiemoue-bakayoko/profil/spieler/182618,Defensive Midfield,29,France,FC Lorient,Ligue 1,France,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Andrey Santos,https://www.transfermarkt.com/andrey-santos/profil/spieler/743600,Central Midfield,19,Brazil,Nott'm Forest,Premier League,England,,TRUE,loan transfer,Summer,1,0,0,0,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Ângelo,https://www.transfermarkt.com/angelo/profil/spieler/743598,Right Winger,18,Brazil,R. Strasbourg,Ligue 1,France,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,David Datro Fofana,https://www.transfermarkt.com/david-datro-fofana/profil/spieler/787232,Centre-Forward,20,Cote d'Ivoire,Union Berlin,Bundesliga,Germany,,TRUE,loan transfer,Summer,0,0,0,0,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,Lewis Hall,https://www.transfermarkt.com/lewis-hall/profil/spieler/670858,Left-Back,18,England,Newcastle,Premier League,England,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
Chelsea FC,Premier League,England,2023,Departures,João Félix,https://www.transfermarkt.com/joao-felix/profil/spieler/462250,Second Striker,23,Portugal,Atlético,LaLiga,Spain,,TRUE,End of loan 30/06/2023,Summer,,,,,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023,2023
