team_name,league,country,season,transfer_type,player_name,player_url,player_position,player_age,player_nationality,club_2,league_2,country_2,transfer_fee,is_loan,transfer_notes,window,in_squad,appearances,goals,minutes_played,team_url,season_start
Wolverhampton Wanderers,Premier League,England,2018,Arrivals,Jonny Otto,https://www.transfermarkt.com/jonny-otto/profil/spieler/175446,Right-Back,24,Spain,Atlético,LaLiga,Spain,,TRUE,loan transfer,Summer,42,39,1,3304,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2018,2018
Wolverhampton Wanderers,Premier League,England,2018,Arrivals,Prince Oniangué,https://www.transfermarkt.com/prince-oniangue/profil/spieler/60578,Defensive Midfield,29,Congo,Angers SCO,Ligue 1,France,,TRUE,End of loan 30/06/2018,Summer,,,,,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2018,2018
Wolverhampton Wanderers,Premier League,England,2018,Departures,Prince Oniangué,https://www.transfermarkt.com/prince-oniangue/profil/spieler/60578,Defensive Midfield,29,Congo,SM Caen,Ligue 1,France,5e+05,FALSE,"",Summer,,,,,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2018,2018
Wolverhampton Wanderers,Premier League,England,2018,Departures,Diogo Jota,https://www.transfermarkt.com/diogo-jota/profil/spieler/340950,Left Winger,21,Portugal,Atlético,LaLiga,Spain,,TRUE,End of loan 30/06/2018,Summer,37,37,10,2630,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2018,2018
Wolverhampton Wanderers,Premier League,England,2018,Departures,Benik Afobe,https://www.transfermarkt.com/benik-afobe/profil/spieler/110858,Centre-Forward,25,DR Congo,Bournemouth,Premier League,England,,TRUE,End of loan 30/06/2018,Summer,,,,,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2018,2018
Wolverhampton Wanderers,Premier League,England,2018,Departures,Alfred N'Diaye,https://www.transfermarkt.com/alfred-ndiaye/profil/spieler/77737,Defensive Midfield,28,Senegal,Villarreal,LaLiga,Spain,,TRUE,End of loan 30/06/2018,Summer,,,,,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2018,2018
Wolverhampton Wanderers,Premier League,England,2018,Departures,Rúben Vinagre,https://www.transfermarkt.com/ruben-vinagre/profil/spieler/357158,Left-Back,19,Portugal,Monaco,Ligue 1,Monaco,,TRUE,End of loan 30/06/2018,Summer,43,21,0,991,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2018,2018
Crystal Palace,Premier League,England,2018,Arrivals,Cheikhou Kouyaté,https://www.transfermarkt.com/cheikhou-kouyate/profil/spieler/66934,Defensive Midfield,28,Senegal,West Ham,Premier League,England,10700000,FALSE,"",Summer,41,37,0,2343,https://www.transfermarkt.com/crystal-palace/startseite/verein/873/saison_id/2018,2018
Crystal Palace,Premier League,England,2018,Arrivals,Max Meyer,https://www.transfermarkt.com/max-meyer/profil/spieler/146164,Central Midfield,22,Germany,FC Schalke 04,Bundesliga,Germany,0,FALSE,"",Summer,42,36,2,2032,https://www.transfermarkt.com/crystal-palace/startseite/verein/873/saison_id/2018,2018
Crystal Palace,Premier League,England,2018,Arrivals,Vicente Guaita,https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399,Goalkeeper,31,Spain,Getafe,LaLiga,Spain,0,FALSE,"",Summer,42,24,0,2115,https://www.transfermarkt.com/crystal-palace/startseite/verein/873/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Arrivals,Jean Michaël Seri,https://www.transfermarkt.com/jean-michael-seri/profil/spieler/178614,Defensive Midfield,26,Cote d'Ivoire,Nice,Ligue 1,France,3e+07,FALSE,"",Summer,36,34,1,2430,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Arrivals,Frank Anguissa,https://www.transfermarkt.com/frank-anguissa/profil/spieler/354361,Central Midfield,22,Cameroon,Marseille,Ligue 1,France,24850000,FALSE,"",Summer,29,25,0,1789,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Arrivals,Aleksandar Mitrović,https://www.transfermarkt.com/aleksandar-mitrovic/profil/spieler/51152,Centre-Forward,23,Serbia,Newcastle,Premier League,England,24700000,FALSE,"",Summer,41,39,11,3378,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Arrivals,Maxime Le Marchand,https://www.transfermarkt.com/maxime-le-marchand/profil/spieler/60558,Centre-Back,28,France,Nice,Ligue 1,France,4e+06,FALSE,"",Summer,37,29,0,2453,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Arrivals,André Schürrle,https://www.transfermarkt.com/andre-schurrle/profil/spieler/58205,Left Winger,27,Germany,Dortmund,Bundesliga,Germany,4e+05,TRUE,"",Summer,30,25,6,1732,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Arrivals,Calum Chambers,https://www.transfermarkt.com/calum-chambers/profil/spieler/215118,Centre-Back,23,England,Arsenal,Premier League,England,,TRUE,loan transfer,Summer,36,33,2,2766,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Arrivals,Sergio Rico,https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,Goalkeeper,24,Spain,Sevilla FC,LaLiga,Spain,,TRUE,loan transfer,Summer,38,32,0,2880,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Arrivals,Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,Right-Back,20,Netherlands,Man Utd,Premier League,England,,TRUE,loan transfer,Summer,17,13,0,884,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Arrivals,Luciano Vietto,https://www.transfermarkt.com/luciano-vietto/profil/spieler/214316,Centre-Forward,24,Argentina,Atlético,LaLiga,Spain,,TRUE,loan transfer,Summer,32,22,1,1165,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Departures,David Button,https://www.transfermarkt.com/david-button/profil/spieler/61814,Goalkeeper,29,England,Brighton,Premier League,England,4500000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Departures,Ryan Fredericks,https://www.transfermarkt.com/ryan-fredericks/profil/spieler/140191,Right-Back,25,England,West Ham,Premier League,England,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Departures,Rui Fonte,https://www.transfermarkt.com/rui-fonte/profil/spieler/9335,Centre-Forward,28,Portugal,Lille,Ligue 1,France,,TRUE,loan transfer,Summer,1,1,0,90,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Departures,Calum Chambers,https://www.transfermarkt.com/calum-chambers/profil/spieler/215118,Centre-Back,24,England,Arsenal,Premier League,England,,TRUE,End of loan 31/05/2019,Summer,36,33,2,2766,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Fulham FC,Premier League,England,2018,Departures,Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,Right-Back,21,Netherlands,Man Utd,Premier League,England,,TRUE,End of loan 31/05/2019,Summer,17,13,0,884,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018
Newcastle United,Premier League,England,2018,Arrivals,Yoshinori Muto,https://www.transfermarkt.com/yoshinori-muto/profil/spieler/230541,Centre-Forward,26,Japan,Mainz,Bundesliga,Germany,10700000,FALSE,"",Summer,28,18,1,594,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2018,2018
Newcastle United,Premier League,England,2018,Arrivals,Mikel Merino,https://www.transfermarkt.com/mikel-merino/profil/spieler/338424,Central Midfield,22,Spain,Dortmund,Bundesliga,Germany,7e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2018,2018
Newcastle United,Premier League,England,2018,Arrivals,Achraf Lazaar,https://www.transfermarkt.com/achraf-lazaar/profil/spieler/139173,Left Midfield,26,Morocco,Benevento,Serie A,Italy,,TRUE,End of loan 30/06/2018,Summer,0,0,0,0,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2018,2018
Newcastle United,Premier League,England,2018,Arrivals,Rolando Aarons,https://www.transfermarkt.com/rolando-aarons/profil/spieler/258188,Left Winger,22,Jamaica,Hellas Verona,Serie A,Italy,,TRUE,End of loan 30/06/2018,Summer,0,0,0,0,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2018,2018
Newcastle United,Premier League,England,2018,Departures,Aleksandar Mitrović,https://www.transfermarkt.com/aleksandar-mitrovic/profil/spieler/51152,Centre-Forward,23,Serbia,Fulham,Premier League,England,24700000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2018,2018
Newcastle United,Premier League,England,2018,Departures,Mikel Merino,https://www.transfermarkt.com/mikel-merino/profil/spieler/338424,Central Midfield,22,Spain,Real Sociedad,LaLiga,Spain,1.2e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2018,2018
Newcastle United,Premier League,England,2018,Departures,Matz Sels,https://www.transfermarkt.com/matz-sels/profil/spieler/127202,Goalkeeper,26,Belgium,R. Strasbourg,Ligue 1,France,4e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2018,2018
Newcastle United,Premier League,England,2018,Departures,Kenedy,https://www.transfermarkt.com/kenedy/profil/spieler/281404,Left Winger,23,Brazil,Chelsea,Premier League,England,,TRUE,End of loan 31/05/2019,Summer,31,28,1,1613,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2018,2018
Newcastle United,Premier League,England,2018,Departures,Mikel Merino,https://www.transfermarkt.com/mikel-merino/profil/spieler/338424,Central Midfield,22,Spain,Dortmund,Bundesliga,Germany,,TRUE,End of loan 30/06/2018,Summer,,,,,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2018,2018
Burnley FC,Premier League,England,2018,Arrivals,Joe Hart,https://www.transfermarkt.com/joe-hart/profil/spieler/40204,Goalkeeper,31,England,Man City,Premier League,England,3900000,FALSE,"",Summer,44,21,0,1920,https://www.transfermarkt.com/fc-burnley/startseite/verein/1132/saison_id/2018,2018
Brighton & Hove Albion,Premier League,England,2018,Arrivals,Yves Bissouma,https://www.transfermarkt.com/yves-bissouma/profil/spieler/410425,Defensive Midfield,21,Mali,Lille,Ligue 1,France,16800000,FALSE,"",Summer,40,34,1,2295,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2018,2018
Brighton & Hove Albion,Premier League,England,2018,Arrivals,Bernardo,https://www.transfermarkt.com/bernardo/profil/spieler/364258,Centre-Back,23,Brazil,Leipzig,Bundesliga,Germany,1e+07,FALSE,"",Summer,39,27,0,2260,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2018,2018
Brighton & Hove Albion,Premier League,England,2018,Arrivals,Martín Montoya,https://www.transfermarkt.com/martin-montoya/profil/spieler/68645,Right-Back,27,Spain,Valencia,LaLiga,Spain,7e+06,FALSE,"",Summer,31,29,0,2470,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2018,2018
Brighton & Hove Albion,Premier League,England,2018,Arrivals,David Button,https://www.transfermarkt.com/david-button/profil/spieler/61814,Goalkeeper,29,England,Fulham,Premier League,England,4500000,FALSE,"",Summer,36,8,0,750,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2018,2018
Brighton & Hove Albion,Premier League,England,2018,Arrivals,Leon Balogun,https://www.transfermarkt.com/leon-balogun/profil/spieler/56100,Centre-Back,30,Nigeria,Mainz,Bundesliga,Germany,0,FALSE,"",Summer,29,10,1,801,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2018,2018
Manchester City,Premier League,England,2019,Arrivals,Rodri,https://www.transfermarkt.com/rodri/profil/spieler/357565,Defensive Midfield,23,Spain,Atlético,LaLiga,Spain,7e+07,FALSE,"",Summer,54,52,4,3679,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Arrivals,João Cancelo,https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712,Right-Back,25,Portugal,Juventus,Serie A,Italy,6.5e+07,FALSE,"",Summer,53,33,1,2357,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Arrivals,Patrick Roberts,https://www.transfermarkt.com/patrick-roberts/profil/spieler/225452,Right Winger,22,England,Girona,LaLiga,Spain,,TRUE,End of loan 30/06/2019,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Arrivals,Manu García,https://www.transfermarkt.com/manu-garcia/profil/spieler/277118,Attacking Midfield,21,Spain,Toulouse,Ligue 1,France,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Arrivals,Aleix García,https://www.transfermarkt.com/aleix-garcia/profil/spieler/261504,Central Midfield,22,Spain,Girona,LaLiga,Spain,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Arrivals,Douglas Luiz,https://www.transfermarkt.com/douglas-luiz/profil/spieler/447661,Central Midfield,21,Brazil,Girona,LaLiga,Spain,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Arrivals,Yangel Herrera,https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293,Central Midfield,21,Venezuela,SD Huesca,LaLiga,Spain,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Departures,Danilo,https://www.transfermarkt.com/danilo/profil/spieler/145707,Centre-Back,28,Brazil,Juventus,Serie A,Italy,3.7e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Departures,Douglas Luiz,https://www.transfermarkt.com/douglas-luiz/profil/spieler/447661,Central Midfield,21,Brazil,Aston Villa,Premier League,England,16800000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Departures,Fabian Delph,https://www.transfermarkt.com/fabian-delph/profil/spieler/50362,Central Midfield,29,England,Everton,Premier League,England,9500000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Departures,Eliaquim Mangala,https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681,Centre-Back,28,France,Valencia,LaLiga,Spain,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Departures,Pedro Porro,https://www.transfermarkt.com/pedro-porro/profil/spieler/553875,Right-Back,19,Spain,Real Valladolid,LaLiga,Spain,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Departures,Zack Steffen,https://www.transfermarkt.com/zack-steffen/profil/spieler/221624,Goalkeeper,24,United States,F. Düsseldorf,Bundesliga,Germany,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Departures,Patrick Roberts,https://www.transfermarkt.com/patrick-roberts/profil/spieler/225452,Right Winger,22,England,Norwich,Premier League,England,,TRUE,loan transfer,Summer,0,0,0,0,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Departures,Yangel Herrera,https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293,Central Midfield,21,Venezuela,Granada CF,LaLiga,Spain,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Departures,Lukas Nmecha,https://www.transfermarkt.com/lukas-nmecha/profil/spieler/314288,Centre-Forward,20,Germany,Wolfsburg,Bundesliga,Germany,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Manchester City,Premier League,England,2019,Departures,Erik Palmer-Brown,https://www.transfermarkt.com/erik-palmer-brown/profil/spieler/282199,Centre-Back,22,United States,Austria Vienna,Bundesliga,Austria,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2019,2019
Liverpool FC,Premier League,England,2019,Arrivals,Adrián,https://www.transfermarkt.com/adrian/profil/spieler/71271,Goalkeeper,32,Spain,West Ham,Premier League,England,0,FALSE,"",Summer,53,18,0,1563,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019
Liverpool FC,Premier League,England,2019,Arrivals,Marko Grujić,https://www.transfermarkt.com/marko-grujic/profil/spieler/222813,Defensive Midfield,23,Serbia,Hertha BSC,Bundesliga,Germany,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,2019
